version;ns1:name;id;ns1:name2;ns1:homepage;ns1:version;ns1:mediadata;id3;ns1:firstname;ns1:lastname;id4;ns1:name5;ns1:model;id6;ns1:firstname7;id8;ns1:name9;id10;ns1:name11;ns1:location;ns1:latitude;ns1:longitude;ns1:notes;id12;ns1:name13;ns1:o2;ns1:he;id14;id15;ref;ns1:divenumber;ns1:datetime;ns1:leadquantity;ref16;ns1:tankvolume;ns1:tankpressurebegin;ns1:tankpressureend;ns1:depth;ns1:divetime;ref17;ns1:tankpressure;ns1:temperature;ns1:alarm;ns1:greatestdepth;ns1:averagedepth;ns1:diveduration;ns1:para;ns1:ratingvalue;ns1:visibility;ns1:divetrip
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;2.85;1320;;16126000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;2.67;1340;;16073000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;2.86;1360;;16031000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.13;1380;;15981000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.05;1400;;15915000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;2.95;1420;;15877000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;2.38;1440;;15809000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;2.05;1460;;15753000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.25;1480;;15672000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.26;1500;;15649000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.23;1520;;15596000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.3;1540;;15561000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.22;1560;;15482000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.23;1580;;15444000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.75;1600;;15417000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.26;1620;;15393000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.65;1640;;15316000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.35;1660;;15288000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.66;1680;;15253000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.84;1700;;15191000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.93;1720;;15160000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;4.23;1740;;15084000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;4.07;1760;;15058000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.66;1780;;14998000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.93;1800;;14964000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;4.06;1820;;14908000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.98;1840;;14879000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.93;1860;;14838000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.79;1880;;14780000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.8;1900;;14731000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.85;1920;;14700000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;3.7;1940;;14648000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;4.1;1960;;14568000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;4.06;1980;;14531000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm163612832;AS;allbase;Subsurface Divebase;1c6f1b2a;Särkijärvi, Multisilta, Tampere;Särkijärvi, Multisilta, Tampere;61.440997;23.768331;Ei siellä valtavasti asioita näkynyt, mutta kyllä uudestaan voisi;mix(21/0);air;0.21;0;idm392377936;idm392377936;;;;;mix(21/0);15;19956000;10041000;4.12;2000;;14456000;;;9.26;4.097;3400;Oli se sukellus. Ei erityisen hyvä, mutta hyvää reeniä. Kuivis floodasi;4;;
